"","NAME","SIGNIFICANT","SERIOUS","SYSTEM_TYPE","FATAL","INJURE","TOTAL_COST_CURRENT","MAP_CAUSE","year","CoF"
"3261","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"83148.2139683668","MATERIAL/WELD/EQUIP FAILURE",2019,83148
"3262","OZARK GAS TRANSMISSION, L.L.C. (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"3983013.59747645","EXCAVATION DAMAGE",2019,3983014
"3263","ALASKA PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"104576.37746579","EXCAVATION DAMAGE",2019,104576
"3264","FLORIDA GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"13836.609561045","MATERIAL/WELD/EQUIP FAILURE",2019,13837
"3265","TRANSCONTINENTAL GAS PIPE LINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"569434.268526746","MATERIAL/WELD/EQUIP FAILURE",2019,569434
"3266","ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"136410.472365381","MATERIAL/WELD/EQUIP FAILURE",2019,136410
"3267","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"30527.0870801493","INCORRECT OPERATION",2019,30527
"3268","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"275690.001599431","MATERIAL/WELD/EQUIP FAILURE",2019,275690
"3269","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"43351.8677803448","EXCAVATION DAMAGE",2019,43352
"3270","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"234455.522480896","NATURAL FORCE DAMAGE",2019,234456
"3271","AMERICAN MIDSTREAM (SIGCO INTRASTATE), LLC","YES","NO","GT (Gas Transmission)",0,0,"103872.925182157","NATURAL FORCE DAMAGE",2019,103873
"3272","TEXAS GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"16657.5288786209","MATERIAL/WELD/EQUIP FAILURE",2019,16658
"3273","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"18857","MATERIAL/WELD/EQUIP FAILURE",2019,18857
"3274","TALLGRASS INTERSTATE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"10306.7177003732","MATERIAL/WELD/EQUIP FAILURE",2019,10307
"3275","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"1830819.49386885","OTHER OUTSIDE FORCE DAMAGE",2019,1830819
"3276","KINDER MORGAN TEXAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"129722.681446597","MATERIAL/WELD/EQUIP FAILURE",2019,129723
"3277","ENERGY TRANSFER COMPANY","NO","NO","GT (Gas Transmission)",0,0,"15587.487648836","MATERIAL/WELD/EQUIP FAILURE",2019,15587
"3278","DTE GAS COMPANY","YES","NO","GT (Gas Transmission)",0,0,"158334.591345299","MATERIAL/WELD/EQUIP FAILURE",2019,158335
"3279","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"55046.8332148569","MATERIAL/WELD/EQUIP FAILURE",2019,55047
"3280","CHEVRON PIPE LINE CO","YES","NO","GT (Gas Transmission)",0,0,"641397.109205616","CORROSION",2019,641397
"3281","SEMGAS, L.P.","NO","NO","GT (Gas Transmission)",0,0,"63106","MATERIAL/WELD/EQUIP FAILURE",2020,63106
"3282","COLUMBIA GULF TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"66043","ALL OTHER CAUSES",2020,66043
"3283","PANHANDLE EASTERN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"50620","MATERIAL/WELD/EQUIP FAILURE",2020,50620
"3284","ROVER PIPELINE, LLC","NO","NO","GT (Gas Transmission)",0,0,"29605","MATERIAL/WELD/EQUIP FAILURE",2020,29605
"3285","PIEDMONT NATURAL GAS CO INC","YES","NO","GT (Gas Transmission)",0,0,"626257","INCORRECT OPERATION",2020,626257
"3286","CONSUMERS ENERGY CO","NO","NO","GT (Gas Transmission)",0,0,"63144","CORROSION",2020,63144
"3287","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"1000576","ALL OTHER CAUSES",2020,1000576
"3288","GREAT LAKES GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"567137","MATERIAL/WELD/EQUIP FAILURE",2020,567137
"3289","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"63054","MATERIAL/WELD/EQUIP FAILURE",2020,63054
"3290","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"92852","MATERIAL/WELD/EQUIP FAILURE",2020,92852
"3291","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","NO","GT (Gas Transmission)",0,0,"238113","NATURAL FORCE DAMAGE",2020,238113
"3292","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"12106","MATERIAL/WELD/EQUIP FAILURE",2020,12106
"3293","ROCKIES EXPRESS PIPELINE LLC","NO","NO","GT (Gas Transmission)",0,0,"10059","MATERIAL/WELD/EQUIP FAILURE",2020,10059
"3294","MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.","YES","NO","GT (Gas Transmission)",0,0,"3311884","CORROSION",2020,3311884
"3295","KINDER MORGAN TEJAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"96870","MATERIAL/WELD/EQUIP FAILURE",2020,96870
"3296","GENESIS OFFSHORE HOLDINGS, LLC","YES","NO","GG (Gas Gathering)",0,0,"783434","MATERIAL/WELD/EQUIP FAILURE",2020,783434
"3297","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"27328","MATERIAL/WELD/EQUIP FAILURE",2020,27328
"3298","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"100323","INCORRECT OPERATION",2020,100323
"3299","TEXAS GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"91432","MATERIAL/WELD/EQUIP FAILURE",2020,91432
"3300","VALLEY CROSSING PIPELINE, LLC","NO","NO","GT (Gas Transmission)",0,0,"7658","MATERIAL/WELD/EQUIP FAILURE",2020,7658
"3301","COLUMBIA GULF TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"13725","MATERIAL/WELD/EQUIP FAILURE",2020,13725
"3302","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"6857","MATERIAL/WELD/EQUIP FAILURE",2020,6857
"3303","PANTHER OPERATING COMPANY, LLC","YES","NO","GT (Gas Transmission)",0,0,"194019.599697885","CORROSION",2019,194020
"3304","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"449750","CORROSION",2020,449750
"3305","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"296363","CORROSION",2020,296363
"3306","PANHANDLE EASTERN PIPELINE CO","YES","YES","GT (Gas Transmission)",1,0,"21139","INCORRECT OPERATION",2020,10021139
"3307","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"2272952","CORROSION",2020,2272952
"3308","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"6314","NATURAL FORCE DAMAGE",2020,6314
"3309","LAS VEGAS NATURAL GAS SYSTEM","NO","NO","GT (Gas Transmission)",0,0,"79418","EXCAVATION DAMAGE",2020,79418
"3310","THIRD COAST ALABAMA, LLC","YES","NO","GT (Gas Transmission)",0,0,"232376","CORROSION",2020,232376
"3311","NORTHERN BORDER PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"62971","MATERIAL/WELD/EQUIP FAILURE",2020,62971
"3312","DOMINION ENERGY OHIO","YES","NO","GT (Gas Transmission)",0,0,"956802","EXCAVATION DAMAGE",2020,956802
"3313","ATMOS ENERGY CORPORATION - MID-TEX","NO","NO","GT (Gas Transmission)",0,0,"84806","EXCAVATION DAMAGE",2020,84806
"3314","TRANSWESTERN PIPELINE COMPANY LLC","NO","NO","GT (Gas Transmission)",0,0,"15389","MATERIAL/WELD/EQUIP FAILURE",2020,15389
"3315","ENLINK PROCESSING SERVICES, LLC","YES","NO","GT (Gas Transmission)",0,0,"980440","ALL OTHER CAUSES",2020,980440
"3316","ENTERPRISE PRODUCTS OPERATING LLC","YES","NO","GT (Gas Transmission)",0,0,"155930","MATERIAL/WELD/EQUIP FAILURE",2020,155930
"3317","PANTHER OPERATING COMPANY, LLC","YES","NO","GG (Gas Gathering)",0,0,"268352","CORROSION",2020,268352
"3318","TEXAS GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"7087","MATERIAL/WELD/EQUIP FAILURE",2020,7087
"3319","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"61846","MATERIAL/WELD/EQUIP FAILURE",2020,61846
"3320","PANHANDLE EASTERN PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"8664","MATERIAL/WELD/EQUIP FAILURE",2020,8664
"3321","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"124148","MATERIAL/WELD/EQUIP FAILURE",2020,124148
"3322","DOMINION ENERGY QUESTAR PIPELINE, LLC","YES","NO","GT (Gas Transmission)",0,0,"118100","OTHER OUTSIDE FORCE DAMAGE",2020,118100
"3323","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"1008620","MATERIAL/WELD/EQUIP FAILURE",2020,1008620
"3324","MIDWESTERN GAS TRANSMISSION CO","NO","NO","GT (Gas Transmission)",0,0,"13815","MATERIAL/WELD/EQUIP FAILURE",2020,13815
"3325","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"215127","OTHER OUTSIDE FORCE DAMAGE",2020,215127
"3326","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"11994687","ALL OTHER CAUSES",2020,11994687
"3327","ENABLE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"9460","MATERIAL/WELD/EQUIP FAILURE",2020,9460
"3328","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"104192","MATERIAL/WELD/EQUIP FAILURE",2020,104192
"3329","SOUTHERN CALIFORNIA GAS CO","YES","NO","GT (Gas Transmission)",0,0,"1623114","EXCAVATION DAMAGE",2020,1623114
"3330","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"426162","ALL OTHER CAUSES",2020,426162
"3331","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"587721","OTHER OUTSIDE FORCE DAMAGE",2020,587721
"3332","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"20671","INCORRECT OPERATION",2020,20671
"3333","SEA ROBIN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"314512","CORROSION",2020,314512
"3334","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"403797","MATERIAL/WELD/EQUIP FAILURE",2020,403797
"3335","ENABLE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"29675","MATERIAL/WELD/EQUIP FAILURE",2020,29675
"3336","DTE GAS COMPANY","NO","NO","GT (Gas Transmission)",0,0,"19785","MATERIAL/WELD/EQUIP FAILURE",2020,19785
"3337","AMERICAN MIDSTREAM (LOUISIANA  INTRASTATE), LLC","NO","NO","GT (Gas Transmission)",0,0,"90269","EXCAVATION DAMAGE",2020,90269
"3338","TENNESSEE GAS PIPELINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"22819","INCORRECT OPERATION",2020,22819
"3339","EL PASO NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"29040","OTHER OUTSIDE FORCE DAMAGE",2020,29040
"3340","EGAN HUB STORAGE, LLC (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"140207","CORROSION",2020,140207
"3341","AK STEEL CORP","YES","YES","GT (Gas Transmission)",0,1,"128892","OTHER OUTSIDE FORCE DAMAGE",2020,3462225
"3342","NORTHWEST PIPELINE LLC","YES","NO","GT (Gas Transmission)",0,0,"608853","CORROSION",2020,608853
"3343","ENERGY TRANSFER COMPANY","NO","NO","GT (Gas Transmission)",0,0,"66554","EXCAVATION DAMAGE",2020,66554
"3344","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"80185","MATERIAL/WELD/EQUIP FAILURE",2020,80185
"3345","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","YES","UNGS (Underground Natural Gas Storage)",0,1,"3024","INCORRECT OPERATION",2020,3336357
"3346","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"275980","CORROSION",2020,275980
"3347","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"2004392","MATERIAL/WELD/EQUIP FAILURE",2020,2004392
"3348","ROVER PIPELINE, LLC","NO","NO","GT (Gas Transmission)",0,0,"9395","MATERIAL/WELD/EQUIP FAILURE",2020,9395
"3349","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"66801","MATERIAL/WELD/EQUIP FAILURE",2020,66801
"3350","SEA ROBIN PIPELINE CO","YES","NO","GG (Gas Gathering)",0,0,"235773","CORROSION",2020,235773
"3351","NORTHWEST PIPELINE LLC","YES","NO","GT (Gas Transmission)",0,0,"201264","CORROSION",2020,201264
"3352","BLACK HILLS ENERGY","NO","NO","GT (Gas Transmission)",0,0,"38587","EXCAVATION DAMAGE",2020,38587
"3353","NORTHERN NATURAL GAS CO","NO","NO","GT (Gas Transmission)",0,0,"28382","CORROSION",2020,28382
"3354","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"300571","CORROSION",2020,300571
"3355","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"350000","ALL OTHER CAUSES",2020,350000
"3356","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"137178","MATERIAL/WELD/EQUIP FAILURE",2020,137178
"3357","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"123183","MATERIAL/WELD/EQUIP FAILURE",2020,123183
"3358","GULF SOUTH PIPELINE COMPANY, LLC","YES","NO","GT (Gas Transmission)",0,0,"285211","CORROSION",2020,285211
"3359","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"147893","MATERIAL/WELD/EQUIP FAILURE",2020,147893
"3360","LOUISVILLE GAS & ELECTRIC CO","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"831213","MATERIAL/WELD/EQUIP FAILURE",2020,831213
"3361","ANR PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"164938","MATERIAL/WELD/EQUIP FAILURE",2020,164938
"3362","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"108453","MATERIAL/WELD/EQUIP FAILURE",2020,108453
"3363","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"845727","OTHER OUTSIDE FORCE DAMAGE",2020,845727
"3364","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"65665","NATURAL FORCE DAMAGE",2020,65665
"3365","PACIFIC GAS & ELECTRIC CO","YES","NO","GT (Gas Transmission)",0,0,"118076","INCORRECT OPERATION",2020,118076
"3366","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"55593","OTHER OUTSIDE FORCE DAMAGE",2020,55593
"3367","COLORADO INTERSTATE GAS CO","YES","NO","GT (Gas Transmission)",0,0,"321200","MATERIAL/WELD/EQUIP FAILURE",2020,321200
"3368","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"2501626","MATERIAL/WELD/EQUIP FAILURE",2020,2501626
"3369","TEXAS GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"75528","MATERIAL/WELD/EQUIP FAILURE",2020,75528
"3370","ACADIAN GAS PIPELINE SYSTEM","YES","NO","GT (Gas Transmission)",0,0,"710960","CORROSION",2020,710960
"3371","COLUMBIA GULF TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"14211","MATERIAL/WELD/EQUIP FAILURE",2020,14211
"3372","ENBRIDGE OFFSHORE (GAS GATHERING) L.L.C.","YES","NO","GT (Gas Transmission)",0,0,"224393","CORROSION",2020,224393
"3373","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"2172748","MATERIAL/WELD/EQUIP FAILURE",2020,2172748
"3374","EL PASO NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"62041","INCORRECT OPERATION",2020,62041
"3375","NORTHWESTERN CORPORATION","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"1365283","CORROSION",2020,1365283
"3376","VECTOR PIPELINE, L.P.","NO","NO","GT (Gas Transmission)",0,0,"72599","INCORRECT OPERATION",2020,72599
"3377","NORTHWEST PIPELINE LLC","YES","NO","GT (Gas Transmission)",0,0,"212921","CORROSION",2020,212921
"3378","NATURAL GAS PIPELINE CO OF AMERICA (KMI)","YES","NO","GT (Gas Transmission)",0,0,"190844","MATERIAL/WELD/EQUIP FAILURE",2020,190844
"3379","ENABLE OKLAHOMA INTRASTATE TRANSMISSION, LLC","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"127800","MATERIAL/WELD/EQUIP FAILURE",2020,127800
"3380","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"1574920","MATERIAL/WELD/EQUIP FAILURE",2020,1574920
"3381","TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)","YES","NO","GT (Gas Transmission)",0,0,"115516","MATERIAL/WELD/EQUIP FAILURE",2020,115516
"3382","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"13752","MATERIAL/WELD/EQUIP FAILURE",2020,13752
"3383","KINDER MORGAN TEXAS PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"3748906","NATURAL FORCE DAMAGE",2020,3748906
"3384","BLUESTONE PIPELINE COMPANY OF PA, LLC","NO","NO","GT (Gas Transmission)",0,0,"40004","MATERIAL/WELD/EQUIP FAILURE",2020,40004
"3385","BOBCAT GAS STORAGE (SPECTRA ENERGY PARTNERS, LP)","NO","NO","UNGS (Underground Natural Gas Storage)",0,0,"12475","MATERIAL/WELD/EQUIP FAILURE",2020,12475
"3386","GENESIS OFFSHORE HOLDINGS, LLC","YES","NO","GG (Gas Gathering)",0,0,"100054277","NATURAL FORCE DAMAGE",2020,100054277
"3387","STINGRAY PIPELINE COMPANY, LLC","YES","NO","GG (Gas Gathering)",0,0,"241599","NATURAL FORCE DAMAGE",2020,241599
"3388","TRANSWESTERN PIPELINE COMPANY LLC","NO","NO","GT (Gas Transmission)",0,0,"5236","MATERIAL/WELD/EQUIP FAILURE",2020,5236
"3389","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"899021","MATERIAL/WELD/EQUIP FAILURE",2020,899021
"3390","TRANSCOLORADO GAS TRANSMISSION COMPANY LLC","NO","NO","GT (Gas Transmission)",0,0,"7376","MATERIAL/WELD/EQUIP FAILURE",2020,7376
"3391","FLORIDA GAS TRANSMISSION CO","YES","NO","GT (Gas Transmission)",0,0,"263340","MATERIAL/WELD/EQUIP FAILURE",2020,263340
"3392","GULF SOUTH PIPELINE COMPANY, LLC","YES","YES","GT (Gas Transmission)",1,0,"6956","OTHER OUTSIDE FORCE DAMAGE",2020,10006956
"3393","SEA ROBIN PIPELINE CO","YES","NO","GT (Gas Transmission)",0,0,"587000","MATERIAL/WELD/EQUIP FAILURE",2020,587000
"3394","SEA ROBIN PIPELINE CO","YES","NO","GG (Gas Gathering)",0,0,"112511","CORROSION",2020,112511
"3395","KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.","YES","NO","GT (Gas Transmission)",0,0,"175285","EXCAVATION DAMAGE",2020,175285
"3396","ANR PIPELINE CO","NO","NO","GT (Gas Transmission)",0,0,"14350","MATERIAL/WELD/EQUIP FAILURE",2020,14350
"3397","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","UNGS (Underground Natural Gas Storage)",0,0,"17298","ALL OTHER CAUSES",2020,17298
"3398","BLACK HILLS ENERGY","YES","NO","GT (Gas Transmission)",0,0,"80567","INCORRECT OPERATION",2020,80567
"3399","KINETICA ENERGY EXPRESS LLC","YES","NO","GT (Gas Transmission)",0,0,"291272","CORROSION",2020,291272
"3400","GULFSTREAM MANAGEMENT &  OPERATING SERVICES,LLC","NO","NO","GT (Gas Transmission)",0,0,"11016","MATERIAL/WELD/EQUIP FAILURE",2020,11016
"3401","KINDER MORGAN TEJAS PIPELINE","YES","NO","GT (Gas Transmission)",0,0,"113050","CORROSION",2020,113050
"3402","COLUMBIA GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"180410","ALL OTHER CAUSES",2020,180410
"3403","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GG (Gas Gathering)",0,0,"60051","CORROSION",2020,60051
"3404","CONSUMERS ENERGY CO","YES","NO","GT (Gas Transmission)",0,0,"200176","MATERIAL/WELD/EQUIP FAILURE",2020,200176
"3405","PIEDMONT NATURAL GAS CO INC","YES","NO","GT (Gas Transmission)",0,0,"7110000","EXCAVATION DAMAGE",2020,7110000
"3406","COLUMBIA GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"95202","OTHER OUTSIDE FORCE DAMAGE",2020,95202
"3407","TRANSWESTERN PIPELINE COMPANY LLC","YES","NO","GT (Gas Transmission)",0,0,"79906","MATERIAL/WELD/EQUIP FAILURE",2020,79906
"3408","ENABLE GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"192019","MATERIAL/WELD/EQUIP FAILURE",2020,192019
"3409","NORTHWEST PIPELINE LLC","YES","NO","GT (Gas Transmission)",0,0,"1302670","OTHER OUTSIDE FORCE DAMAGE",2020,1302670
"3410","NORTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"171922","EXCAVATION DAMAGE",2020,171922
"3411","SOUTHERN NATURAL GAS CO","YES","NO","GT (Gas Transmission)",0,0,"245489","MATERIAL/WELD/EQUIP FAILURE",2020,245489
"3412","ONEOK GAS TRANSPORTATION, LLC","YES","NO","GT (Gas Transmission)",0,0,"291837","INCORRECT OPERATION",2021,291837
"3413","GULF SOUTH PIPELINE COMPANY, LLC","NO","NO","GT (Gas Transmission)",0,0,"83046.8275273224","MATERIAL/WELD/EQUIP FAILURE",2021,83047
"3414","EAST CHEYENNE GAS STORAGE, LLC","NO","NO","GT (Gas Transmission)",0,0,"15724.7110655738","NATURAL FORCE DAMAGE",2021,15725
"3415","GULF SOUTH PIPELINE COMPANY, LLC","YES","NO","GT (Gas Transmission)",0,0,"132556.586834016","MATERIAL/WELD/EQUIP FAILURE",2021,132557
"3416","ATMOS PIPELINE - TEXAS","YES","NO","GT (Gas Transmission)",0,0,"168193.926229508","EXCAVATION DAMAGE",2021,168194
"3417","ENTERPRISE PRODUCTS OPERATING LLC","NO","NO","GG (Gas Gathering)",0,0,"84471.9848019126","MATERIAL/WELD/EQUIP FAILURE",2021,84472
"3418","TRANSCONTINENTAL GAS PIPE LINE COMPANY","NO","NO","GT (Gas Transmission)",0,0,"10559.3355532787","MATERIAL/WELD/EQUIP FAILURE",2021,10559
"3419","ENABLE MIDSTREAM PARTNERS, LP","NO","NO","GT (Gas Transmission)",0,0,"59396.5819672131","CORROSION",2021,59397
"3420","OZARK GAS TRANSMISSION, L.L.C","NO","NO","GT (Gas Transmission)",0,0,"8548.22370218579","NATURAL FORCE DAMAGE",2021,8548
"3421","PUBLIC SERVICE CO OF COLORADO","NO","NO","GT (Gas Transmission)",0,0,"104576.818732924","EXCAVATION DAMAGE",2021,104577
"3422","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","NO","NO","GT (Gas Transmission)",0,0,"49924.7896174863","NATURAL FORCE DAMAGE",2021,49925
"3423","TEXAS GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"490423.229935109","ALL OTHER CAUSES",2021,490423
"3424","PHILLIPS 66 COMPANY - SWEENY REFINERY","YES","NO","GT (Gas Transmission)",0,0,"2467295.59315232","MATERIAL/WELD/EQUIP FAILURE",2021,2467296
"3425","PACIFIC GAS & ELECTRIC CO","NO","NO","GT (Gas Transmission)",0,0,"54537.1598360656","OTHER OUTSIDE FORCE DAMAGE",2021,54537
"3426","TENNESSEE GAS PIPELINE COMPANY","YES","NO","GT (Gas Transmission)",0,0,"295023.842554645","ALL OTHER CAUSES",2021,295024
"3427","TENNESSEE GAS PIPELINE COMPANY","YES","NO","UNGS (Underground Natural Gas Storage)",0,0,"68955.2079918033","MATERIAL/WELD/EQUIP FAILURE",2021,68955
"3428","TALLGRASS INTERSTATE GAS TRANSMISSION, LLC","NO","NO","GT (Gas Transmission)",0,0,"9149.89976092896","NATURAL FORCE DAMAGE",2021,9150
"3429","ENERGY TRANSFER COMPANY","YES","NO","GT (Gas Transmission)",0,0,"281088","NATURAL FORCE DAMAGE",2021,281088
"3430","ENERGY TRANSFER COMPANY","NO","NO","GT (Gas Transmission)",0,0,"26280","NATURAL FORCE DAMAGE",2021,26280
"3431","VENICE GATHERING SYSTEM, L.L.C.","YES","NO","GG (Gas Gathering)",0,0,"1005125.58948087","ALL OTHER CAUSES",2021,1005126
"3432","SOUTHERN STAR CENTRAL GAS PIPELINE, INC","YES","YES","GT (Gas Transmission)",0,1,"493357.044398907","ALL OTHER CAUSES",2021,3826690
"3433","TEXAS GAS TRANSMISSION, LLC","YES","NO","GT (Gas Transmission)",0,0,"174051.142161885","MATERIAL/WELD/EQUIP FAILURE",2021,174051
